Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price,Current_Age
Maruti Wagon R Stingray LXI,Hyderabad,2014,55277,Petrol,Manual,First,20.51,998.0,67.04,5.0,3.9,10
Honda Mobilio S i DTEC,Coimbatore,2017,50808,Diesel,Manual,Second,24.2,1498.0,98.6,7.0,6.68,7
Hyundai EON Era Plus,Jaipur,2017,52000,Petrol,Manual,Second,21.1,814.0,55.2,5.0,3.5,7
Skoda Rapid 1.6 MPI AT Ambition,Mumbai,2017,32000,Petrol,Automatic,First,14.84,1598.0,103.52,5.0,8.11,7
Maruti Ciaz VDi Plus SHVS,Delhi,2017,25000,Diesel,Manual,First,28.09,1248.0,88.5,5.0,8.3,7
Mercedes-Benz M-Class ML 250 CDI,Coimbatore,2016,23218,Diesel,Automatic,First,15.26,2143.0,203.2,5.0,45.61,8
Skoda Laura Elegance 2.0 TDI CR AT,Pune,2010,84000,Diesel,Automatic,First,20.0,1968.0,138.1,5.0,4.45,14
Maruti Vitara Brezza VDi Option,Delhi,2017,40000,Diesel,Manual,First,24.3,1248.0,88.5,5.0,7.85,7
Hyundai Grand i10 CRDi Sportz,Kolkata,2014,25135,Diesel,Manual,First,24.0,1120.0,103.6,5.0,3.75,10
Maruti Ertiga VDI,Delhi,2017,65000,Diesel,Manual,First,25.47,1248.0,88.5,7.0,7.65,7
Hyundai i20 1.2 Sportz,Ahmedabad,2013,40000,Petrol,Manual,First,17.0,1197.0,103.6,5.0,4.9,11
Mahindra XUV500 AT W10 FWD,Coimbatore,2018,24500,Diesel,Automatic,First,16.0,2179.0,140.0,7.0,16.52,6
Skoda Superb Elegance 1.8 TSI AT,Kochi,2016,56674,Petrol,Automatic,First,13.7,1798.0,157.75,5.0,14.05,8
Maruti Ciaz VXi Plus,Kochi,2016,51950,Petrol,Manual,First,20.73,1373.0,91.1,5.0,6.75,8
Hyundai Creta 1.6 CRDi SX,Kolkata,2016,51000,Diesel,Manual,First,19.67,1582.0,126.2,5.0,9.2,8
Honda City 1.5 S MT,Chennai,2008,114750,Petrol,Manual,Second,17.0,1497.0,118.0,5.0,2.75,16
Ford Endeavour 2.2 Trend MT 4X4,Hyderabad,2016,107890,Diesel,Manual,First,13.5,2198.0,157.7,7.0,20.5,8
Hyundai i20 2015-2017 1.4 Magna ABS,Pune,2012,64000,Diesel,Manual,First,21.9,1396.0,103.6,5.0,4.25,12
Ford EcoSport 1.5 Petrol Trend,Kolkata,2016,21460,Petrol,Manual,First,17.0,1497.0,121.36,5.0,6.0,8
Hyundai i20 1.2 Sportz,Coimbatore,2015,29634,Petrol,Manual,Second,17.0,1197.0,103.6,5.0,6.0,9
Maruti Swift VXI BSIII,Ahmedabad,2008,52000,Petrol,Manual,First,16.1,1298.0,88.2,5.0,2.41,16
Honda Jazz V CVT,Hyderabad,2015,33000,Petrol,Automatic,First,19.0,1199.0,88.7,5.0,7.25,9
Volvo XC90 2007-2015 D5 AWD,Kochi,2014,89230,Diesel,Manual,First,11.1,2400.0,200.0,7.0,23.65,10
Maruti Baleno Alpha 1.2,Delhi,2016,27000,Petrol,Manual,First,21.4,1197.0,83.1,5.0,6.5,8
Mercedes-Benz GLA Class 200 CDI SPORT,Kochi,2017,72524,Diesel,Automatic,Second,17.9,2143.0,136.0,5.0,18.06,7
Renault KWID RXT,Hyderabad,2016,73000,Petrol,Manual,First,25.17,799.0,53.3,5.0,3.2,8
Ford Figo 2015-2019 1.2P Titanium Opt MT,Coimbatore,2017,21740,Petrol,Manual,First,18.16,1196.0,86.8,5.0,6.42,7
Toyota Fortuner 4x2 Manual,Jaipur,2015,59000,Diesel,Manual,First,13.0,2982.0,168.5,7.0,23.0,9
Honda City 1.5 S MT,Chennai,2013,83432,Petrol,Manual,First,17.0,1497.0,118.0,5.0,5.9,11
Mahindra Scorpio S2 7 Seater,Pune,2014,87200,Diesel,Manual,First,15.4,2523.0,103.6,7.0,7.75,10
BMW 3 Series 320d,Hyderabad,2012,88000,Diesel,Automatic,First,13.2,1995.0,170.0,5.0,15.0,12
Maruti Vitara Brezza ZDi Plus,Jaipur,2017,48324,Diesel,Manual,First,24.3,1248.0,88.5,5.0,9.0,7
Mercedes-Benz New C-Class C 200 CGI Elegance,Delhi,2011,51000,Petrol,Automatic,First,11.74,1796.0,186.0,5.0,11.5,13
Hyundai Verna 1.6 VTVT,Kolkata,2012,24000,Petrol,Manual,Second,17.01,1591.0,121.3,5.0,6.2,12
Hyundai Grand i10 1.2 CRDi Sportz,Kochi,2017,20773,Diesel,Manual,First,24.0,1186.0,73.97,5.0,5.92,7
Volkswagen Polo 1.5 TDI Highline,Kolkata,2016,22000,Diesel,Manual,First,20.14,1498.0,103.6,5.0,6.29,8
Honda Amaze S i-Vtech,Kochi,2014,66355,Petrol,Manual,First,18.0,1198.0,86.7,5.0,4.12,10
Honda CR-V 2.4 AT,Pune,2007,115800,Petrol,Automatic,Third,10.1,2354.0,152.0,5.0,3.8,17
Hyundai Santro Xing GL Plus,Ahmedabad,2014,41125,Petrol,Manual,First,17.92,1086.0,62.1,5.0,2.7,10
Mercedes-Benz B Class B200 CDI,Coimbatore,2017,43812,Diesel,Automatic,First,15.0,2143.0,107.3,5.0,20.28,7
Honda Amaze S i-Vtech,Delhi,2014,69876,Petrol,Manual,First,18.0,1198.0,86.7,5.0,3.9,10
Toyota Fortuner 4x2 AT,Pune,2014,102000,Diesel,Automatic,Second,12.55,2982.0,168.5,7.0,16.5,10
Hyundai Verna 1.6 VTVT,Pune,2011,68000,Petrol,Manual,First,17.01,1591.0,121.3,5.0,3.7,13
Jaguar XJ 3.0L Portfolio,Delhi,2016,12000,Diesel,Automatic,First,10.5,2993.0,271.23,4.0,79.0,8
BMW 3 Series 320d,Mumbai,2013,25000,Diesel,Automatic,First,22.69,1995.0,190.0,5.0,17.99,11
Hyundai i20 Magna 1.4 CRDi (Diesel),Jaipur,2013,51873,Diesel,Manual,First,21.9,1396.0,88.76,5.0,3.9,11
Ford Figo Diesel EXI Option,Chennai,2012,72500,Diesel,Manual,First,18.5,1399.0,103.6,5.0,3.12,12
Maruti Wagon R LXI BSIII,Pune,2007,83000,Petrol,Manual,First,14.0,1061.0,103.6,5.0,1.65,17
Hyundai Xcent 1.2 Kappa S Option,Kolkata,2015,39871,Petrol,Manual,First,19.1,1197.0,81.86,5.0,3.5,9
Mahindra Xylo H4,Chennai,2015,82000,Diesel,Manual,Second,14.02,2179.0,118.3,7.0,4.85,9
Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Coimbatore,2018,23152,Diesel,Automatic,First,19.27,2143.0,167.62,5.0,39.22,6
Hyundai i10 Magna,Kolkata,2007,71600,Petrol,Manual,Second,20.36,1197.0,78.9,5.0,2.0,17
Toyota Fortuner 3.0 Diesel,Mumbai,2010,122000,Diesel,Manual,Second,11.5,2982.0,171.0,7.0,10.45,14
Toyota Camry Hybrid,Chennai,2016,29277,Petrol,Automatic,First,19.16,2494.0,158.2,5.0,27.0,8
Ford Figo Diesel ZXI,Kolkata,2011,60000,Diesel,Manual,First,20.0,1399.0,103.6,5.0,2.25,13
Hyundai Xcent 1.2 Kappa S Option,Kolkata,2014,42000,Petrol,Manual,First,19.1,1197.0,81.86,5.0,3.45,10
Hyundai i20 Sportz 1.2,Kochi,2016,61823,Petrol,Manual,First,18.6,1197.0,81.83,5.0,6.14,8
Maruti Dzire VDI,Hyderabad,2011,110000,Diesel,Manual,First,28.4,1248.0,73.75,5.0,4.0,13
Honda City 1.5 S MT,Kolkata,2010,38446,Petrol,Manual,First,17.0,1497.0,118.0,5.0,2.59,14
Maruti Baleno Delta 1.3,Delhi,2017,33000,Diesel,Manual,First,27.39,1248.0,103.6,5.0,6.96,7
Hyundai EON Era Plus,Jaipur,2016,70000,Petrol,Manual,First,21.1,814.0,55.2,5.0,3.0,8
Volkswagen Polo 1.5 TDI Highline,Delhi,2012,68038,Diesel,Manual,First,20.14,1498.0,103.6,5.0,3.6,12
Chevrolet Beat Diesel LS,Coimbatore,2014,55012,Diesel,Manual,Second,25.44,936.0,57.6,5.0,3.7,10
BMW 5 Series 520d Luxury Line,Ahmedabad,2013,55000,Diesel,Automatic,First,22.48,1995.0,190.0,5.0,21.75,11
Mercedes-Benz GLC 220d 4MATIC Sport,Mumbai,2017,25000,Diesel,Automatic,First,17.9,2143.0,170.0,5.0,45.0,7
Maruti Alto K10 VXI,Coimbatore,2011,46808,Petrol,Manual,Second,24.07,998.0,67.1,5.0,3.19,13
Hyundai Xcent 1.2 VTVT S,Coimbatore,2015,65743,Petrol,Manual,First,20.14,1197.0,81.86,5.0,6.2,9
Hyundai i10 Magna 1.1,Coimbatore,2013,64466,Petrol,Manual,First,19.81,1086.0,68.05,5.0,3.96,11
Maruti Swift Dzire Tour LDI,Jaipur,2016,80000,Diesel,Manual,First,23.4,1248.0,103.6,5.0,4.5,8
Hyundai Xcent 1.2 CRDi E Plus,Mumbai,2017,69000,Diesel,Manual,First,25.4,1186.0,73.97,5.0,3.55,7
Nissan Sunny Diesel XV,Chennai,2014,79200,Diesel,Manual,First,22.71,1461.0,84.8,5.0,5.5,10
Hyundai Creta 1.6 SX Option,Mumbai,2016,29477,Petrol,Manual,First,15.8,1591.0,121.3,5.0,10.25,8
Toyota Fortuner 2.8 2WD AT,Delhi,2017,40000,Diesel,Automatic,First,12.9,2755.0,174.5,7.0,30.0,7
Maruti Ritz VXi,Pune,2014,25000,Petrol,Manual,Second,18.5,1197.0,85.8,5.0,3.5,10
Renault Pulse RxL,Delhi,2014,67668,Diesel,Manual,First,23.08,1461.0,63.12,5.0,3.1,10
Skoda Fabia 1.2 MPI Ambiente Petrol,Hyderabad,2010,78000,Petrol,Manual,First,17.5,1198.0,103.6,5.0,3.25,14
Ford EcoSport 1.5 Diesel Titanium,Mumbai,2017,30000,Diesel,Manual,First,23.0,1498.0,98.96,5.0,8.99,7
Volkswagen Vento Petrol Comfortline,Kolkata,2015,70623,Petrol,Manual,First,15.04,1598.0,103.6,5.0,3.99,9
Nissan Terrano XV 110 PS,Mumbai,2015,54000,Diesel,Manual,Second,19.01,1461.0,108.5,5.0,6.0,9
Audi Q3 2012-2015 35 TDI Quattro Premium,Mumbai,2015,48000,Diesel,Automatic,First,15.73,1968.0,174.33,5.0,18.25,9
Toyota Innova 2.5 GX (Diesel) 7 Seater,Delhi,2012,62000,Diesel,Manual,First,12.99,2494.0,100.0,7.0,7.75,12
Tata Zest Revotron 1.2T XE,Delhi,2017,47000,Petrol,Manual,Second,17.57,1193.0,88.7,5.0,4.5,7
Toyota Fortuner 3.0 Diesel,Bangalore,2014,171000,Diesel,Manual,First,11.5,2982.0,171.0,7.0,16.75,10
BMW X3 xDrive20d,Pune,2012,108000,Diesel,Automatic,First,16.09,1995.0,184.0,5.0,17.5,12
Maruti SX4 S Cross DDiS 320 Zeta,Chennai,2016,41000,Diesel,Manual,First,22.7,1598.0,118.0,5.0,7.7,8
Honda City 1.5 S MT,Pune,2012,66000,Petrol,Manual,Second,17.0,1497.0,118.0,5.0,4.45,12
Maruti Swift Dzire LDI,Jaipur,2015,144000,Diesel,Manual,First,26.59,1248.0,103.6,5.0,5.25,9
BMW 3 Series 320d M Sport,Kochi,2017,23806,Diesel,Automatic,First,22.69,1995.0,190.0,5.0,33.66,7
Nissan Micra XV CVT,Chennai,2013,89000,Petrol,Automatic,Second,19.34,1198.0,103.6,5.0,2.8,11
Maruti Baleno Zeta Automatic,Coimbatore,2018,38852,Petrol,Automatic,First,21.4,1197.0,83.1,5.0,8.47,6
Maruti Ciaz ZDi Plus,Coimbatore,2018,68737,Diesel,Manual,First,26.21,1248.0,88.5,5.0,9.32,6
Mercedes-Benz CLA 200 CDI Style,Coimbatore,2017,23106,Diesel,Automatic,First,17.9,2143.0,136.0,5.0,27.43,7
Honda Mobilio RS i DTEC,Delhi,2015,31250,Diesel,Manual,First,24.5,1498.0,98.6,7.0,6.5,9
Toyota Innova 2.5 GX (Diesel) 8 Seater,Delhi,2014,77795,Diesel,Manual,First,12.99,2494.0,100.6,8.0,9.5,10
Jaguar XF 3.0 Litre S Premium Luxury,Kochi,2015,47759,Diesel,Automatic,First,14.74,2993.0,270.9,5.0,31.8,9
Toyota Etios Petrol TRD Sportivo,Chennai,2013,67620,Petrol,Manual,Second,17.6,1496.0,88.8,5.0,4.2,11
Chevrolet Beat Diesel LS,Kochi,2013,44378,Diesel,Manual,First,25.44,936.0,57.6,5.0,3.85,11
Honda Accord 2.4 M/T,Delhi,2012,64709,Petrol,Manual,Second,12.8,2354.0,177.6,5.0,6.0,12
Maruti Alto LXi,Hyderabad,2007,76161,Petrol,Manual,First,19.7,796.0,46.3,5.0,1.65,17
Skoda Octavia Ambition 2.0 TDI AT,Bangalore,2013,58410,Diesel,Automatic,First,19.3,1968.0,141.0,5.0,14.5,11
Toyota Innova 2.5 V Diesel 7-seater,Delhi,2011,72000,Diesel,Manual,First,12.8,2494.0,102.0,7.0,7.1,13
Audi A4 35 TDI Premium Sport,Chennai,2016,11000,Diesel,Automatic,First,17.11,1968.0,174.33,5.0,28.0,8
Maruti Vitara Brezza ZDi Plus Dual Tone,Kochi,2017,45362,Diesel,Manual,First,24.3,1248.0,88.5,5.0,9.38,7
Hyundai Grand i10 Sportz,Kochi,2016,59767,Petrol,Manual,First,18.9,1197.0,103.6,5.0,4.78,8
Toyota Corolla DX,Chennai,2003,70000,Petrol,Manual,Second,13.4,1794.0,125.0,5.0,1.7,21
Tata Hexa XTA,Coimbatore,2019,14233,Diesel,Automatic,First,17.6,2179.0,153.86,7.0,17.85,5
Hyundai i20 2015-2017 1.2 Asta,Pune,2010,72000,Petrol,Manual,Second,17.0,1197.0,103.6,5.0,2.75,14
Hyundai Verna 1.6 SX VTVT,Mumbai,2014,11000,Petrol,Manual,First,17.01,1591.0,121.3,5.0,5.95,10
Maruti Omni 8 Seater BSIV,Mumbai,2011,39000,Petrol,Manual,First,14.0,796.0,103.6,5.0,1.5,13
Maruti Alto 800 2016-2019 VXI,Kochi,2019,19855,Petrol,Manual,First,24.7,796.0,47.3,5.0,3.8,5
Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Bangalore,2017,20149,Diesel,Automatic,First,19.27,2143.0,167.62,5.0,38.5,7
Hyundai i10 Era 1.1,Jaipur,2011,70000,Petrol,Manual,First,19.81,1086.0,68.05,5.0,2.15,13
Skoda Superb Style 1.8 TSI AT,Mumbai,2010,62004,Petrol,Automatic,Second,14.67,1798.0,177.46,5.0,3.75,14
Volkswagen Vento 1.5 TDI Highline AT,Mumbai,2016,25500,Diesel,Automatic,First,21.5,1498.0,108.5,5.0,8.95,8
Honda Civic 2010-2013 1.8 V MT,Pune,2010,61700,Petrol,Manual,First,14.8,1799.0,130.2,5.0,2.95,14
BMW 3 Series 320i Sedan,Coimbatore,2010,59660,Petrol,Automatic,First,12.05,1995.0,154.0,5.0,10.49,14
Hyundai Santro Xing GLS,Hyderabad,2007,69775,Petrol,Manual,Second,17.92,1086.0,62.1,5.0,1.85,17
Honda Accord 2001-2003 2.3 VTi L AT,Jaipur,2009,88000,Petrol,Automatic,First,11.1,2354.0,142.0,5.0,5.25,15
Maruti Ertiga VDI,Kolkata,2014,47052,Diesel,Manual,First,20.77,1248.0,88.76,7.0,5.99,10
Ford Fiesta Classic 1.4 Duratorq LXI,Kochi,2015,69749,Diesel,Manual,First,18.6,1388.0,103.6,5.0,3.82,9
Audi Q7 3.0 TDI Quattro Premium Plus,Hyderabad,2012,79000,Diesel,Automatic,First,12.07,2967.0,241.4,7.0,39.0,12
Audi A4 35 TDI Premium,Coimbatore,2016,39644,Diesel,Automatic,First,17.11,1968.0,174.33,5.0,25.75,8
Tata Indica Vista Quadrajet VX,Hyderabad,2012,137800,Diesel,Manual,First,22.3,1248.0,103.6,5.0,2.2,12
Hyundai Verna CRDi ABS,Chennai,2008,120000,Diesel,Manual,Second,18.1,1493.0,110.0,5.0,2.0,16
Mercedes-Benz E-Class E 220 d,Mumbai,2018,11000,Diesel,Automatic,First,16.1,1950.0,194.0,5.0,56.5,6
BMW 3 Series 320d Luxury Line,Mumbai,2014,18600,Diesel,Automatic,Second,22.69,1995.0,190.0,5.0,21.0,10
Hyundai Grand i10 CRDi Asta,Ahmedabad,2014,116905,Diesel,Manual,First,24.0,1120.0,103.6,5.0,4.0,10
Hyundai i10 Sportz AT,Coimbatore,2011,32824,Petrol,Automatic,First,16.95,1197.0,78.9,5.0,3.83,13
Maruti Swift VXi BSIV,Kochi,2016,19148,Petrol,Manual,First,16.1,1197.0,103.6,5.0,5.89,8
Hyundai Santro Xing GLS,Kolkata,2010,35008,Petrol,Manual,First,17.92,1086.0,62.1,5.0,1.36,14
BMW 6 Series Gran Coupe,Delhi,2013,21000,Diesel,Automatic,Second,17.54,2993.0,313.0,4.0,44.0,11
Hyundai Verna 1.4 VTVT,Bangalore,2016,36000,Petrol,Manual,First,17.43,1396.0,105.5,5.0,8.0,8
Maruti Swift Dzire ZDI,Ahmedabad,2012,56121,Diesel,Manual,First,23.4,1248.0,103.6,5.0,4.25,12
Maruti Swift VDI,Pune,2018,30000,Diesel,Manual,First,28.4,1248.0,103.6,5.0,6.0,6
Skoda Octavia 2.0 TDI AT Style Plus,Kochi,2016,31021,Diesel,Automatic,First,19.5,1968.0,141.0,5.0,16.61,8
Renault Duster 110PS Diesel RxL,Coimbatore,2013,52600,Diesel,Manual,First,19.6,1461.0,108.45,5.0,7.26,11
Mahindra Scorpio 2.6 CRDe,Bangalore,2005,60000,Diesel,Manual,First,10.5,2179.0,120.0,8.0,4.0,19
BMW 5 Series 2013-2017 520d Luxury Line,Ahmedabad,2016,44001,Diesel,Automatic,First,18.12,1995.0,190.0,5.0,34.51,8
Maruti Wagon R VXI BSIII,Chennai,2003,101000,Petrol,Manual,Third,17.3,1061.0,103.6,5.0,0.95,21
Maruti Wagon R LXI BSIII,Hyderabad,2007,84169,Petrol,Manual,First,14.0,1061.0,103.6,5.0,2.2,17
Hyundai i20 Sportz 1.2,Mumbai,2017,14001,Petrol,Manual,First,18.6,1197.0,81.83,5.0,5.75,7
Land Rover Discovery SE 3.0 TD6,Delhi,2016,59000,Diesel,Automatic,First,18.0,2993.0,255.0,7.0,36.75,8
Mercedes-Benz New C-Class 230 Avantgarde,Hyderabad,2009,29000,Petrol,Automatic,Second,11.7,1796.0,178.0,5.0,10.0,15
BMW 5 Series 520d Sedan,Kochi,2014,64158,Diesel,Automatic,First,18.48,1497.0,103.6,5.0,17.89,10
Nissan Sunny 2011-2014 Diesel XV,Mumbai,2012,38800,Diesel,Manual,First,21.64,1461.0,84.8,5.0,4.05,12
Audi Q7 3.0 TDI quattro,Hyderabad,2011,98000,Diesel,Automatic,First,12.07,2967.0,241.4,7.0,22.0,13
Mercedes-Benz CLA 200 CDI Sport,Coimbatore,2017,20969,Diesel,Automatic,First,17.9,2143.0,136.0,5.0,27.87,7
Maruti Vitara Brezza ZDi,Kolkata,2018,2900,Diesel,Manual,First,24.3,1248.0,88.5,5.0,8.75,6
Maruti Swift Dzire Vdi BSIV,Hyderabad,2016,69000,Diesel,Manual,First,19.3,1248.0,73.9,5.0,4.79,8
Skoda Rapid 1.5 TDI Ambition,Coimbatore,2018,5833,Diesel,Manual,First,21.13,1498.0,108.4,5.0,11.92,6
Audi Q7 35 TDI Quattro Technology,Coimbatore,2016,28733,Diesel,Automatic,Second,12.07,2967.0,241.4,7.0,53.11,8
Maruti Wagon R LXI,Jaipur,2006,145000,Petrol,Manual,First,18.9,998.0,67.1,5.0,1.15,18
Honda City i DTEC VX Option,Pune,2014,71000,Diesel,Manual,First,25.1,1498.0,98.6,5.0,7.45,10
Hyundai EON Magna Plus,Jaipur,2017,12000,Petrol,Manual,First,21.1,814.0,55.2,5.0,3.5,7
Mercedes-Benz E-Class 2015-2017 E350 CDI Avantgrade,Kochi,2018,21603,Diesel,Automatic,First,13.0,2987.0,265.0,5.0,70.15,6
Hyundai Santro GLS II - Euro II,Bangalore,2011,65000,Petrol,Manual,Second,0.0,1497.0,103.6,5.0,3.15,13
BMW 3 Series 320d,Hyderabad,2013,58000,Diesel,Automatic,First,13.2,1995.0,170.0,5.0,19.5,11
BMW 3 Series 318i Sedan,Pune,2012,39000,Petrol,Automatic,Second,12.05,1995.0,154.0,5.0,15.0,12
Mahindra NuvoSport N8,Coimbatore,2017,37712,Diesel,Manual,First,17.45,1493.0,100.0,7.0,7.57,7
Maruti Ritz VXi,Hyderabad,2012,68000,Petrol,Manual,First,18.5,1197.0,85.8,5.0,4.4,12
BMW X6 xDrive 40d M Sport,Chennai,2016,25000,Diesel,Automatic,First,15.87,2993.0,308.43,5.0,60.0,8
Chevrolet Beat LT,Kolkata,2010,30000,Petrol,Manual,First,18.6,1199.0,79.4,5.0,1.6,14
Maruti Swift Dzire VXI,Pune,2014,68218,Petrol,Manual,First,19.1,1197.0,85.8,5.0,4.9,10
Maruti Ertiga ZDI,Delhi,2014,52000,Diesel,Manual,First,20.77,1248.0,88.8,7.0,5.95,10
Renault Duster 85PS Diesel RxL,Coimbatore,2015,63591,Diesel,Manual,First,20.45,1461.0,83.8,5.0,5.35,9
Honda Amaze VX AT i-Vtech,Hyderabad,2014,57937,Petrol,Automatic,First,15.5,1198.0,86.7,5.0,5.4,10
Audi A4 2.0 TDI Premium Sport Limited Edition,Coimbatore,2015,21979,Diesel,Automatic,First,17.11,1968.0,174.33,5.0,23.45,9
Skoda Octavia Ambiente 1.9 TDI MT,Hyderabad,2002,99000,Diesel,Manual,Second,18.7,1896.0,103.6,5.0,1.9,22
Honda Amaze E i-Dtech,Pune,2016,62000,Diesel,Manual,First,25.8,1498.0,98.6,5.0,6.1,8
Toyota Innova 2.5 EV Diesel MS 8 Str BSIII,Mumbai,2006,127001,Diesel,Manual,First,12.8,2494.0,102.0,8.0,4.95,18
Hyundai EON D Lite Plus,Hyderabad,2013,84600,Petrol,Manual,Second,21.1,814.0,55.2,5.0,2.5,11
Datsun redi-GO T Option,Kochi,2018,30953,Petrol,Manual,First,22.7,799.0,53.64,5.0,3.48,6
Maruti Swift VDI,Chennai,2012,78000,Diesel,Manual,First,22.9,1248.0,103.6,5.0,4.4,12
Mitsubishi Pajero 2.8 GLX Sports,Hyderabad,2008,85000,Diesel,Manual,First,9.5,2835.0,118.6,6.0,7.99,16
Volvo S80 D5,Hyderabad,2008,79000,Diesel,Automatic,First,13.1,2400.0,215.0,5.0,10.99,16
Toyota Fortuner 4x2 AT,Delhi,2014,79000,Diesel,Automatic,First,12.55,2982.0,168.5,7.0,18.5,10
Jeep Compass 2.0 Limited 4X4,Coimbatore,2018,48188,Diesel,Manual,First,16.3,1956.0,170.0,5.0,21.69,6
Maruti Swift Dzire VDI,Coimbatore,2014,67557,Diesel,Manual,First,23.4,1248.0,103.6,5.0,5.17,10
Hyundai Verna 1.6 SX,Delhi,2011,103814,Diesel,Manual,Second,22.32,1582.0,126.32,5.0,4.5,13
Mahindra Scorpio VLX 2WD BSIV,Kolkata,2014,45128,Diesel,Manual,First,12.05,2179.0,120.0,8.0,6.75,10
Hyundai i10 Era,Kochi,2013,56075,Petrol,Manual,First,19.81,1086.0,68.05,5.0,3.12,11
Toyota Innova 2.5 G (Diesel) 8 Seater,Hyderabad,2011,166000,Diesel,Manual,First,12.99,2494.0,100.6,8.0,8.25,13
Toyota Innova Crysta 2.8 ZX AT,Coimbatore,2017,65367,Diesel,Automatic,First,11.36,2755.0,171.5,7.0,20.14,7
Toyota Innova 2.5 G (Diesel) 8 Seater,Hyderabad,2013,114708,Diesel,Manual,First,12.99,2494.0,100.0,8.0,12.6,11
Maruti Swift Dzire ZDI,Kochi,2015,35082,Diesel,Manual,First,23.4,1248.0,103.6,5.0,6.61,9
Hyundai Creta 1.6 CRDi AT SX Plus,Kochi,2016,38593,Diesel,Automatic,First,17.01,1582.0,126.2,5.0,13.23,8
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,Mumbai,2008,70700,Diesel,Manual,First,12.99,2494.0,100.0,8.0,4.75,16
Volkswagen Vento Diesel Highline,Mumbai,2011,83000,Diesel,Manual,Second,20.54,1598.0,103.6,5.0,2.9,13
Chevrolet Tavera LS B3 10 Seats BSIII,Hyderabad,2015,120000,Diesel,Manual,First,14.8,2499.0,103.6,10.0,5.5,9
Mahindra Ssangyong Rexton RX7,Kochi,2014,91586,Diesel,Automatic,Second,11.18,2696.0,184.0,7.0,9.47,10
Hyundai i10 Magna,Mumbai,2008,38235,Petrol,Manual,First,20.36,1197.0,78.9,5.0,1.95,16
Hyundai i10 Sportz 1.2,Kolkata,2011,37000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,2.2,13
Honda Amaze S i-Vtech,Bangalore,2013,44000,Petrol,Manual,Second,18.0,1198.0,86.7,5.0,4.35,11
Maruti Celerio ZXI AT,Pune,2016,54000,Petrol,Automatic,First,23.1,998.0,67.04,5.0,4.5,8
Hyundai Grand i10 Asta,Chennai,2013,90000,Petrol,Manual,First,18.9,1197.0,103.6,5.0,3.55,11
Maruti Swift Dzire VDi,Kolkata,2015,35000,Diesel,Manual,First,19.3,1248.0,73.9,5.0,4.75,9
Hyundai i10 Sportz,Coimbatore,2012,47324,Petrol,Manual,Second,20.36,1197.0,78.9,5.0,4.52,12
BMW X1 sDrive 20d Exclusive,Mumbai,2012,65148,Diesel,Automatic,First,15.06,1995.0,177.0,5.0,12.75,12
Audi A4 2.0 TDI 177 Bhp Premium Plus,Coimbatore,2014,57773,Diesel,Automatic,Second,17.11,1968.0,174.33,5.0,20.04,10
Nissan Terrano XL 85 PS,Bangalore,2014,87000,Diesel,Manual,First,20.45,1461.0,83.8,5.0,6.5,10
Mitsubishi Montero 3.2 GLS,Chennai,2007,179032,Diesel,Manual,First,11.56,3200.0,199.3,7.0,7.5,17
Maruti Wagon R VXI AMT,Mumbai,2016,8000,Petrol,Automatic,First,22.5,998.0,103.6,5.0,4.15,8
Honda Civic 2006-2010 1.8 (E) MT,Hyderabad,2007,77000,Petrol,Manual,First,13.5,1799.0,130.0,5.0,2.5,17
Hyundai i20 2015-2017 Magna 1.2,Pune,2016,20600,Petrol,Manual,First,18.6,1197.0,81.83,5.0,5.4,8
Maruti Alto K10 VXI,Mumbai,2016,13198,Petrol,Manual,First,24.07,998.0,67.1,5.0,3.15,8
Audi Q7 35 TDI Quattro Technology,Bangalore,2015,21000,Diesel,Automatic,Second,12.07,2967.0,241.4,7.0,52.5,9
Hyundai i20 Sportz Option 1.2,Delhi,2016,38000,Petrol,Manual,First,18.6,1197.0,81.83,5.0,5.95,8
Tata Tiago AMT 1.2 Revotron XZA,Coimbatore,2019,15379,Petrol,Automatic,First,23.84,1199.0,83.83,5.0,6.97,5
Hyundai i10 Sportz 1.2,Hyderabad,2011,60000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,3.2,13
Renault Duster 85PS Diesel RxL Optional,Bangalore,2013,75371,Diesel,Manual,First,20.46,1461.0,83.8,5.0,6.69,11
Tata Xenon XT EX 4X4,Bangalore,2014,60000,Diesel,Manual,Second,13.49,2179.0,138.03,5.0,5.9,10
Hyundai i20 Magna,Kolkata,2009,30675,Petrol,Manual,First,18.5,1197.0,103.6,5.0,2.25,15
Maruti Swift Dzire VDI,Kolkata,2013,22000,Diesel,Manual,First,23.4,1248.0,103.6,5.0,4.5,11
Hyundai EON Magna,Pune,2015,55000,Petrol,Manual,First,22.0,814.0,103.6,5.0,2.61,9
Mercedes-Benz New C-Class 220 CDI AT,Jaipur,2010,74213,Diesel,Automatic,First,14.84,2143.0,170.0,5.0,11.5,14
Mini Cooper Convertible S,Mumbai,2016,15000,Petrol,Automatic,First,16.82,1998.0,189.08,4.0,35.0,8
